id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,class
1303,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.086029805,0.542503715,0.050463818,0.275736719,0.045265909,5
1304,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.261244535,0.190125182,0.037144072,0.344580293,0.166905895,5
1305,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.171857625,0.565135598,0.036856584,0.190849662,0.035300508,5
1306,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.228839055,0.476609111,0.044464331,0.180211872,0.069875658,5
1307,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.314747989,0.304782033,0.038466573,0.291674256,0.050329175,5
1308,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.033694085,0.584199488,0.041256323,0.094175547,0.246674493,5
1309,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.689607263,0.094723068,0.04024972,0.151368126,0.024051884,5
1310,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.064559706,0.430430442,0.316514313,0.118764505,0.069731072,5
1311,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.040123068,0.281724572,0.234128743,0.112044603,0.331979066,5
1312,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.367932141,0.136794358,0.251568943,0.21473442,0.028970141,5
1313,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.105618469,0.315225542,0.283674777,0.169374809,0.126106411,5
1314,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.228623599,0.165493727,0.176598921,0.406584144,0.022699637,5
1315,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.251647174,0.164804235,0.024906533,0.354209691,0.204432368,5
1316,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.214863822,0.427769065,0.067394212,0.266961992,0.023010964,5
1317,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.178505272,0.447481573,0.054102808,0.239552826,0.080357559,5
1318,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.126887679,0.379359633,0.092837267,0.257100046,0.143815368,5
1319,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.223481715,0.293185771,0.051004022,0.374396116,0.057932399,5
1320,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.252671391,0.260896206,0.244275838,0.195567548,0.04658905,5
1321,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.128256395,0.272859424,0.059064984,0.340512484,0.199306756,5
1322,N+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.147458896,0.491302013,0.060187727,0.176219732,0.124831647,5
1323,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.131236851,0.446506262,0.090000466,0.286126852,0.046129573,5
1324,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.60839808,0.067502797,0.032065913,0.267392933,0.024640242,5
1325,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.069887273,0.550301433,0.047649272,0.14267461,0.189487442,5
1326,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.030144021,0.805941463,0.019393999,0.082753494,0.06176706,5
1327,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196733057,0.303302824,0.069658101,0.309201539,0.121104509,5
1328,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.274241358,0.22590138,0.048042424,0.186319679,0.265495151,5
1329,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.522581995,0.090952158,0.086929724,0.260757029,0.038779106,5
1330,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.243606076,0.264968395,0.200198174,0.243395835,0.047831558,5
1331,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.399011284,0.166274816,0.035257727,0.315419853,0.084036358,5
1332,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.086809531,0.456448972,0.065017961,0.267508984,0.124214575,5
1333,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.199264288,0.111825779,0.015926518,0.136439413,0.536544025,5
1334,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.105078161,0.449182332,0.062510327,0.27233091,0.110898316,5
1335,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.017128401,0.683264256,0.035085663,0.052539319,0.211982325,5
1336,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189911515,0.275611579,0.081771232,0.153904781,0.298800886,5
1337,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.034276828,0.706875801,0.032278314,0.093740657,0.132828414,5
1338,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.265034795,0.128407553,0.051421009,0.478551507,0.076585144,5
1339,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.352976292,0.160986245,0.07818152,0.333475292,0.074380659,5
1340,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.017509546,0.840244532,0.022210345,0.048187871,0.071847752,5
1341,P,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.36007601,0.444989026,0.036706179,0.128363937,0.029864792,5
1342,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.150433719,0.397692919,0.075902745,0.299225211,0.076745391,5
1343,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.273381531,0.116620436,0.102159984,0.437132925,0.070705108,5
1344,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.080217868,0.785377145,0.047810808,0.036999859,0.049594324,5
1345,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.134077758,0.508043528,0.083664618,0.195932567,0.078281499,5
1346,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.475279003,0.159410328,0.060355138,0.282154292,0.022801209,5
1347,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.510431349,0.186611131,0.039463624,0.216320574,0.047173306,5
1348,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.054404311,0.701796293,0.076589867,0.146720022,0.020489493,5
1349,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.067067161,0.565559387,0.031971816,0.178046227,0.157355383,5
1350,NEU,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.598718643,0.079724416,0.035848163,0.261770606,0.02393819,5
1351,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.109692365,0.550110519,0.038882442,0.202607244,0.09870737,5
1352,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.282584429,0.25479418,0.102053374,0.312841594,0.047726449,5
1353,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.052337326,0.726953387,0.03056217,0.090430677,0.099716447,5
1354,NEU,AGREEMENT,SUBJECTIVE,90,IRONIC,0.448938131,0.122266114,0.149943367,0.264504671,0.01434774,5
1355,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.183926478,0.274977863,0.088327445,0.141008869,0.311759323,5
1356,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.044306308,0.166262716,0.626748443,0.087453052,0.075229496,5
1357,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.434649169,0.182106212,0.049179025,0.270641297,0.063424349,5
1358,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.06001246,0.619286299,0.063461222,0.193030581,0.064209461,5
1359,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.123959675,0.476833463,0.047264438,0.29220143,0.059740957,5
1360,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.033807945,0.726368546,0.032601915,0.077675492,0.12954618,5
1361,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.244693577,0.219044447,0.052774124,0.438104331,0.045383535,5
1362,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.009100527,0.821677089,0.0161933,0.048955727,0.104073271,5
1363,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.04296618,0.521811485,0.035300013,0.310877025,0.089045286,5
1364,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.01879636,0.650377929,0.033750031,0.032815967,0.264259666,5
1365,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382795513,0.220280021,0.064937375,0.294630319,0.037356839,5
1366,P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.13984327,0.301410526,0.068466865,0.257602185,0.232677117,5
1367,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.075462587,0.431321204,0.024251137,0.375024676,0.093940407,5
1368,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.437115371,0.071154445,0.169590071,0.299439549,0.022700517,5
1369,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.380346358,0.291925699,0.074960627,0.195805192,0.056962129,5
1370,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.024977298,0.847179174,0.035622638,0.063653797,0.028567119,5
1371,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.105016753,0.458475769,0.154298887,0.153955311,0.128253296,5
1372,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.246576965,0.217569381,0.125878721,0.374742746,0.035232283,5
1373,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.346277237,0.2332481,0.032630198,0.34209156,0.045752887,5
1374,P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.05114359,0.63643378,0.04692287,0.222131044,0.043368734,5
1375,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.063823409,0.620640099,0.081026323,0.177957192,0.056553047,5
1376,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.434254587,0.174954101,0.06768579,0.237452269,0.085653201,5
1377,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.166847721,0.178900987,0.097666614,0.329827845,0.226756811,5
1378,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.177659467,0.317904204,0.086113788,0.388447642,0.029874926,5
1379,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.044698302,0.661231935,0.033035718,0.159333378,0.101700678,5
1380,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.066496566,0.593444645,0.026580557,0.157048255,0.156429976,5
1381,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.283536971,0.145510495,0.056046002,0.487216473,0.027690064,5
1382,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.022022814,0.735541105,0.034015987,0.050416317,0.158003792,5
1383,P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.125577822,0.337680876,0.172737345,0.260385185,0.103618726,5
1384,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.154213563,0.462413937,0.114701785,0.215347871,0.053322837,5
1385,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.346352696,0.10425169,0.069846675,0.356610566,0.122938342,5
1386,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.440218806,0.133579016,0.045485198,0.20653908,0.174177915,5
1387,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.248150349,0.274236143,0.148565739,0.284547925,0.044499807,5
1388,P,AGREEMENT,SUBJECTIVE,86,IRONIC,0.067488745,0.463850498,0.021761466,0.340610862,0.106288455,5
1389,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.317792684,0.277627468,0.078886941,0.27395165,0.051741231,5
1390,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.276890159,0.312883645,0.070244282,0.26815182,0.071830086,5
1391,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.021230383,0.745039046,0.028781887,0.06830541,0.136643261,5
1392,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.444121242,0.22350274,0.023181215,0.16299814,0.146196693,5
1393,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.17610544,0.396175891,0.063436143,0.244790018,0.119492486,5
1394,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.499501914,0.227541164,0.041618191,0.155467212,0.075871557,5
1395,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.278186738,0.248425275,0.068970412,0.348523289,0.055894285,5
1396,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.105304256,0.505532444,0.091244429,0.133059248,0.164859578,5
1397,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.043337472,0.214390069,0.022609927,0.276813388,0.4428491,5
1398,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.060188532,0.683236361,0.044256937,0.043048948,0.169269159,5
1399,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.172203287,0.522854984,0.093103044,0.185883,0.025955694,5
1400,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.02851465,0.4968234,0.187119618,0.062637702,0.224904656,5
1401,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.387752056,0.216763854,0.038157105,0.293824971,0.063502014,5
1402,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.242276877,0.244681433,0.041991331,0.342273027,0.12877734,5
1403,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.139623776,0.599341154,0.067263171,0.105474591,0.088297203,5
1404,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.147680104,0.283661962,0.109545782,0.133004457,0.326107711,5
1405,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.078735709,0.250739425,0.038397893,0.316076696,0.316050321,5
1406,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.012957045,0.824450135,0.01479844,0.053140886,0.09465351,5
1407,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.185797974,0.363448799,0.103202127,0.308891833,0.038659219,5
1408,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.176056206,0.25739345,0.077074096,0.4227404,0.066735849,5
1409,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.037435081,0.736254334,0.030034799,0.108471602,0.087804191,5
1410,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.142390966,0.523286104,0.049362738,0.21323511,0.071725085,5
1411,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.36669594,0.143539324,0.136879712,0.204231173,0.14865385,5
1412,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.547596097,0.149888411,0.049720306,0.201679707,0.051115498,5
1413,P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.105687052,0.463787645,0.146178305,0.235596836,0.048750147,5
1414,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.143405497,0.236638844,0.066974595,0.335520536,0.217460558,5
1415,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.47532469,0.171092346,0.061557278,0.261587262,0.030438377,5
1416,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.362075567,0.139283776,0.072139375,0.396393299,0.030107992,5
1417,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.173610121,0.410753548,0.192388371,0.204550967,0.018697027,5
1418,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.391606808,0.290853977,0.065043204,0.168137386,0.08435861,5
1419,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.544514716,0.153178036,0.043981172,0.20245865,0.055867396,5
1420,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.426526576,0.200913131,0.088058487,0.195782304,0.088719532,5
1421,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.237526119,0.329987615,0.06212854,0.156539395,0.213818282,5
1422,P+,AGREEMENT,SUBJECTIVE,86,IRONIC,0.25392884,0.327412158,0.073507056,0.23235105,0.112800889,5
1423,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.458285332,0.119284019,0.098339364,0.301291585,0.022799723,5
1424,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.52263099,0.118561082,0.074637003,0.196978062,0.087192863,5
1425,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.393513083,0.152840823,0.081810728,0.303726137,0.068109237,5
1426,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.434745222,0.117435224,0.149874717,0.213743597,0.084201254,5
1427,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.004633801,0.464638233,0.009952838,0.019008793,0.501766324,5
1428,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.152480394,0.517434001,0.042281095,0.209035218,0.078769319,5
1429,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.130496323,0.563208103,0.035924874,0.146920323,0.123450331,5
1430,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.258990645,0.15490514,0.071864605,0.370333284,0.14390631,5
1431,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.416288912,0.075399809,0.016323086,0.142889857,0.349098325,5
1432,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.226631269,0.121434718,0.094118133,0.314136058,0.243679836,5
1433,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.285527706,0.182398081,0.167386383,0.329840004,0.034847833,5
1434,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.085669644,0.654328942,0.012300464,0.062269703,0.185431257,5
1435,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.485436857,0.197795346,0.070973411,0.187209412,0.058584977,5
1436,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.085087426,0.354299873,0.015820131,0.121312097,0.423480481,5
1437,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.047041006,0.58504802,0.037153609,0.11303322,0.217724144,5
1438,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.666895866,0.01830261,0.021460589,0.225639537,0.067701355,5
1439,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.115582943,0.567590773,0.037523121,0.209721878,0.069581315,5
1440,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.339369714,0.103763863,0.091529407,0.434370518,0.030966468,5
1441,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.578125775,0.107843168,0.058376275,0.194062024,0.061592724,5
1442,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.200337619,0.36954537,0.047124647,0.324178338,0.058814015,5
1443,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.560343564,0.113683216,0.049603481,0.21368292,0.062686771,5
1444,P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.083022863,0.519464493,0.032505818,0.203389198,0.161617622,5
1445,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.052610405,0.688815415,0.071370952,0.103202932,0.084000275,5
1446,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.029945571,0.68507725,0.040268969,0.084679693,0.160028547,5
1447,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.353513569,0.225444227,0.116238669,0.240524277,0.064279281,5
1448,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.181801111,0.29128471,0.041614406,0.23629126,0.249008507,5
1449,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.137951642,0.172574878,0.036165502,0.269867092,0.383440882,5
1450,P+,AGREEMENT,SUBJECTIVE,95,NONIRONIC,0.304169863,0.219566494,0.043576248,0.302224159,0.130463257,5
1451,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.079123296,0.34716633,0.16799444,0.33713764,0.068578348,5
1452,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.141785592,0.192238957,0.055094462,0.308343261,0.302537739,5
1453,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.115443654,0.536530972,0.022994494,0.100426286,0.224604636,5
1454,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.094748095,0.163154617,0.354149133,0.182021856,0.205926239,5
1455,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.037930828,0.734772444,0.081444435,0.06291151,0.082940765,5
1456,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.040898155,0.649761021,0.053659774,0.071009904,0.184671134,5
1457,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.175063878,0.470063567,0.080337375,0.167958215,0.106576949,5
1458,P,AGREEMENT,SUBJECTIVE,87,IRONIC,0.143122464,0.302452147,0.255846798,0.285590649,0.012987921,5
1459,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.374417543,0.157221869,0.051799126,0.351273358,0.065288134,5
1460,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.053807501,0.665843368,0.041668255,0.138429314,0.10025157,5
1461,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.244586155,0.410871506,0.107341059,0.185644805,0.051556453,5
1462,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.486210763,0.184758246,0.048230294,0.147620142,0.133180544,5
1463,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.156927243,0.522584736,0.058423772,0.176472843,0.085591435,5
1464,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.353914857,0.20483923,0.06929218,0.296776652,0.075177096,5
1465,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,undefined,undefined,undefined,undefined,undefined,5
1466,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.183286145,0.303684264,0.119955152,0.207532778,0.185541689,5
1467,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.243753716,0.065091699,0.303798944,0.366442084,0.020913597,5
1468,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.306021661,0.25930649,0.022667957,0.16582723,0.24617663,5
1469,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.180126876,0.176163167,0.059178475,0.484701276,0.099830218,5
1470,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.056585107,0.458789468,0.054309797,0.157952175,0.272363454,5
1471,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.240767419,0.169562414,0.107397765,0.355936348,0.126335993,5
1472,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.118070304,0.162486136,0.048359729,0.452791989,0.218291849,5
1473,NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.227165908,0.28236866,0.143514767,0.307227671,0.039722983,5
1474,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.413063645,0.074113183,0.137464404,0.34498927,0.030369516,5
1475,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.027683582,0.543178737,0.012257058,0.072452947,0.344427705,5
1476,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.041068017,0.728653073,0.030754555,0.080953494,0.118570812,5
1477,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.145068228,0.225746676,0.054606169,0.288552076,0.286026835,5
1478,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.202938408,0.109350845,0.030938894,0.378329396,0.278442442,5
1479,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.242630094,0.173376963,0.102871343,0.350724578,0.130397007,5
1480,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.60990715,0.145946085,0.027133226,0.1530229,0.063990615,5
1481,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.425917625,0.248089403,0.049580105,0.180612758,0.095800094,5
1482,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.40694201,0.262775719,0.05392677,0.223119825,0.053235672,5
1483,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.446932554,0.235191762,0.140633315,0.155245647,0.021996727,5
1484,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.676906824,0.103248663,0.064109199,0.142096937,0.013638329,5
1485,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.510985732,0.167246521,0.063297421,0.202895403,0.055574939,5
1486,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.022393767,0.77211839,0.038873672,0.071999148,0.094614975,5
1487,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.072466835,0.442510098,0.027816564,0.152779818,0.30442673,5
1488,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.334562361,0.227724537,0.186935276,0.179075807,0.071701951,5
1489,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.081606805,0.666200042,0.039129585,0.20637092,0.00669259,5
1490,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.544442713,0.109257631,0.072390646,0.261671543,0.012237447,5
1491,P+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.209545672,0.344121069,0.05443022,0.303570747,0.088332258,5
1492,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.087635428,0.155596375,0.038115207,0.502057672,0.216595322,5
1493,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.19556722,0.54622215,0.077857934,0.132473961,0.047878679,5
1494,P+,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.020588776,0.655532062,0.02833546,0.082625844,0.212917835,5
1495,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.576221824,0.156800419,0.081881657,0.15207091,0.033025187,5
1496,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.42520985,0.147529468,0.033969343,0.21719712,0.176094204,5
1497,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.447547913,0.087302476,0.02763962,0.317772925,0.119736999,5
1498,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.43951714,0.329671144,0.022313949,0.168233857,0.040263921,5
1499,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.327000886,0.254214078,0.063107625,0.267715871,0.087961555,5
1500,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.153702259,0.357769072,0.099744111,0.293926328,0.094858244,5
1501,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.329507619,0.222035259,0.042422861,0.261649489,0.144384742,3
1502,P,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.439483762,0.124330662,0.0532028,0.335589319,0.047393478,3
1503,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.029015364,0.662984312,0.078912348,0.188950762,0.040137254,3
1504,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.406041682,0.091615967,0.077465102,0.411944747,0.012932535,3
1505,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.269245505,0.322461545,0.124365129,0.215152562,0.068775252,3
1506,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.784867167,0.007610666,0.009134648,0.183389097,0.014998541,3
1507,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.759017825,0.070870146,0.028358391,0.122313634,0.019440046,3
1508,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.090988465,0.446228564,0.192025766,0.190701336,0.080055885,3
1509,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.138130695,0.090258718,0.494806886,0.236300349,0.040503368,3
1510,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.435575902,0.14951399,0.054080073,0.330379903,0.030450083,3
1511,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.672719717,0.084287561,0.064281106,0.155223459,0.023488108,3
1512,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.198755145,0.251831979,0.132175878,0.364099503,0.053137533,3
1513,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.275026381,0.105292901,0.078018323,0.491465271,0.050197117,3
1514,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.309255272,0.052458536,0.061251603,0.526019812,0.051014811,3
