id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,word_number,class
1051,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.396977752,0.087405145,0.10147509,0.359436452,0.054705542,45,4
1052,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.451705366,0.048816882,0.038692292,0.344381511,0.11640396,170,4
1053,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.521718144,0.043042321,0.068448283,0.283931047,0.082860187,94,4
1054,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.32387808,0.350963116,0.093955576,0.2076419,0.023561353,59,4
1055,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.073862545,0.495971918,0.045464285,0.191587567,0.193113685,27,4
1056,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.165260985,0.214348078,0.058407042,0.253441215,0.308542699,87,4
1057,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.698236763,0.052929796,0.10269735,0.097123377,0.049012683,75,4
1058,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.273305774,0.30889535,0.0250175,0.182715416,0.210065946,41,4
1059,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.386196673,0.219642475,0.067840301,0.261556447,0.064764112,110,4
1060,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.204195812,0.197401911,0.035099521,0.350609928,0.212692767,61,4
1061,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.085852057,0.31889829,0.061429918,0.252752006,0.281067699,28,4
1062,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.211940482,0.18120268,0.330689967,0.240876108,0.035290781,137,4
1063,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.332616925,0.284763336,0.071411714,0.295352042,0.01585597,67,4
1064,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.28431505,0.35852626,0.080992058,0.244338289,0.031828377,76,4
1065,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.666271806,0.06439551,0.032419983,0.193728775,0.043183904,64,4
1066,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.546953619,0.132165924,0.061421148,0.223924622,0.035534669,57,4
1067,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.473363161,0.150305346,0.089348853,0.169681311,0.117301308,66,4
1068,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.383444339,0.046560489,0.018018395,0.305907041,0.2460697,81,4
1069,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.111075416,0.293707073,0.0731005,0.215981573,0.306135416,41,4
1070,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.278624833,0.244128451,0.035343222,0.355403006,0.086500436,96,4
1071,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.438279152,0.133169547,0.081630692,0.268996835,0.07792373,83,4
1072,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.638865829,0.12347538,0.043989345,0.174060524,0.019608961,66,4
1073,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.633036017,0.109640442,0.039028041,0.172797263,0.045498196,30,4
1074,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.191400155,0.39316842,0.083099648,0.220612839,0.11171893,197,4
1075,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.603759289,0.130237147,0.041568533,0.177662849,0.046772201,49,4
1076,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.561129212,0.10621275,0.077279799,0.197731256,0.057646971,85,4
1077,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.572825253,0.058400813,0.044258051,0.174923643,0.149592251,33,4
1078,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.571281731,0.056133572,0.035841711,0.30503732,0.031705648,243,4
1079,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.51357913,0.105379358,0.128888458,0.224238694,0.027914353,67,4
1080,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.343063235,0.230510831,0.095281541,0.301915526,0.029228842,133,4
1081,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.520276785,0.049729884,0.061751489,0.183537826,0.184703961,142,4
1082,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.195519894,0.280827224,0.05897814,0.355681181,0.108993597,74,4
1083,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.354708135,0.254500061,0.132240921,0.223262787,0.035288095,67,4
1084,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.179706857,0.485436261,0.095671237,0.178651184,0.060534433,53,4
1085,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.050766766,0.70374167,0.071523741,0.100869209,0.073098645,28,4
1086,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.392344207,0.094279304,0.050346293,0.345628738,0.117401458,64,4
1087,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.146793589,0.292750359,0.059684597,0.270633101,0.230138376,115,4
1088,P+,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.106026441,0.653146744,0.064554118,0.152196199,0.024076467,127,4
1089,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.500716865,0.120902315,0.095060378,0.201488629,0.081831776,177,4
1090,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.206152454,0.53932035,0.030237393,0.17469357,0.04959622,117,4
1091,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.105420828,0.251013786,0.072808281,0.494551063,0.076206051,43,4
1092,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.758355021,0.042554043,0.011784971,0.098684065,0.088621885,45,4
1093,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.604893208,0.101741195,0.042592019,0.172547281,0.078226209,53,4
1094,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.108150803,0.270981103,0.157571957,0.320423603,0.142872512,62,4
1095,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.341518909,0.237133563,0.063513562,0.219000101,0.138833851,83,4
1096,NEU,AGREEMENT,SUBJECTIVE,82,IRONIC,0.18207188,0.31386888,0.029637948,0.425704658,0.048716672,145,4
1097,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.454890609,0.129453897,0.092512265,0.239718974,0.08342424,72,4
1098,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.325847566,0.091934741,0.146499574,0.427251816,0.008466301,62,4
1099,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.448840439,0.160528854,0.060604252,0.31280303,0.017223431,106,4
1100,N,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.653474033,0.116995037,0.051556323,0.126191139,0.051783461,72,4
1101,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.466582358,0.226255238,0.0578347,0.219511211,0.02981651,104,5
1102,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.09965428,0.594762564,0.035318594,0.170493156,0.099771418,227,5
1103,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.377714634,0.10757608,0.065654553,0.425830722,0.023224045,151,5
1104,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.352202684,0.291086644,0.084060907,0.247612894,0.025036851,118,5
1105,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.129938245,0.59198308,0.090134516,0.112406939,0.07553716,75,5
1106,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.474369735,0.135946259,0.033129375,0.327371329,0.029183319,42,5
1107,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.080271423,0.366832614,0.091657206,0.288660645,0.172578096,160,5
1108,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.579630196,0.10981866,0.069394387,0.221416652,0.01974011,29,5
1109,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.338223636,0.307237744,0.071481436,0.209332436,0.073724747,198,5
1110,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.716382504,0.037270185,0.05270765,0.155449465,0.038190201,29,5
1111,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.065874606,0.289376885,0.046235342,0.226588905,0.371924251,145,5
1112,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.129794538,0.463111877,0.123842686,0.20589602,0.077354863,50,5
1113,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.545899749,0.093283698,0.077228114,0.130819887,0.152768523,67,5
1114,P+,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.297843784,0.324966371,0.040622018,0.205572814,0.13099505,43,5
1115,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.277280986,0.162829757,0.150841907,0.125776857,0.283270538,53,5
1116,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.157789364,0.448310256,0.082266271,0.183065802,0.128568351,74,5
1117,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.542887449,0.080583245,0.071165547,0.272955477,0.032408297,37,5
1118,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.186448365,0.513805866,0.053777035,0.177034795,0.068933919,123,5
1119,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.494940639,0.094230369,0.092962533,0.29218778,0.025678687,234,5
1120,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.259450555,0.325948387,0.017476119,0.08963231,0.307492673,46,5
1121,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.153818637,0.216370225,0.072431833,0.537123919,0.020255366,141,5
1122,P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.132689044,0.610028028,0.030334312,0.157330289,0.069618292,64,5
1123,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.249905765,0.316435575,0.041680604,0.367320001,0.024658076,67,5
1124,P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.278273702,0.263253421,0.10240297,0.314520359,0.041549541,115,5
1125,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.130742475,0.479067296,0.063261896,0.311234891,0.015693471,90,5
1126,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.34491992,0.174663216,0.041610084,0.361695707,0.077111088,101,5
1127,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.297397256,0.235375479,0.084351614,0.313613683,0.069261961,62,5
1128,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.277068108,0.249893144,0.077023715,0.301422536,0.094592482,141,5
1129,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.47630477,0.142354205,0.059238158,0.160928935,0.161173955,24,5
1130,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.122277468,0.387690425,0.034319773,0.186748311,0.268964022,135,5
1131,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.527336299,0.088121697,0.025477514,0.098744169,0.260320336,60,5
1132,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.038201619,0.745191693,0.103847764,0.05799501,0.054763909,25,5
1133,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.080783442,0.6626302,0.048775524,0.150999814,0.056810968,192,5
1134,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.428831667,0.117749393,0.025252519,0.297962248,0.130204231,55,5
1135,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.18987745,0.524235547,0.023426823,0.10303624,0.159424022,257,5
1136,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.512595236,0.148620233,0.050230116,0.170647353,0.11790704,32,5
1137,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.091780245,0.508744836,0.052798599,0.114266872,0.232409418,59,5
1138,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.376843035,0.112767495,0.059070759,0.412657022,0.038661659,82,5
1139,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.124974459,0.312686294,0.058173791,0.421455324,0.082710117,21,5
1140,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.056376085,0.553975284,0.047078338,0.17782113,0.164749146,136,5
1141,P,AGREEMENT,SUBJECTIVE,86,IRONIC,0.128691107,0.325647056,0.051216431,0.322450101,0.171995297,87,5
1142,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.149617523,0.229123011,0.264454842,0.287675887,0.069128737,82,5
1143,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.375959158,0.132535487,0.049451634,0.405211776,0.036841966,50,5
1144,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.082624517,0.32513088,0.024096064,0.136242211,0.431906372,37,5
1145,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.448347747,0.238804877,0.057114728,0.210706174,0.045026511,47,5
1146,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.059521273,0.436277866,0.02532832,0.200812221,0.278060347,31,5
1147,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.160024613,0.631094337,0.050084315,0.124220684,0.034576025,58,5
1148,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.668758512,0.05152411,0.08280015,0.158630982,0.038286224,175,5
1149,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.47436595,0.163848728,0.058755077,0.221713617,0.081316642,129,5
1150,P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.200790882,0.538179815,0.019770041,0.196778402,0.044480871,80,5
1151,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.300262392,0.089363076,0.326335669,0.24735114,0.036687665,76,5
1152,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.559205174,0.083107002,0.034487825,0.244541198,0.078658849,90,5
1153,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.32851553,0.178292096,0.079567321,0.271522075,0.142102987,213,5
1154,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.382128805,0.262852728,0.12160214,0.153990313,0.079425998,30,5
1155,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.445630163,0.248681307,0.132614374,0.163102388,0.009971798,89,5
1156,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.56255132,0.089337304,0.035105199,0.217081934,0.095924206,89,5
1157,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.709786117,0.119837202,0.033139579,0.109266713,0.027970374,56,5
1158,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.575366914,0.141844183,0.027749859,0.215882197,0.039156858,184,5
1159,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.294645369,0.154279739,0.211306155,0.315105081,0.02466367,57,5
1160,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.070907287,0.614894211,0.057068776,0.147781372,0.109348424,196,5
1161,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.43275404,0.181081325,0.075551562,0.206102058,0.104511037,110,5
1162,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.645718217,0.115549296,0.062287532,0.151317105,0.025127932,43,5
1163,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.519382656,0.101332553,0.030983839,0.327852786,0.020448215,50,5
1164,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.053227395,0.523317695,0.021872852,0.088384867,0.313197196,84,5
1165,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.230055109,0.223145723,0.093895778,0.264157087,0.188746318,76,5
1166,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.365308791,0.106471591,0.049788795,0.173014268,0.305416495,87,5
1167,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.225288853,0.427801043,0.080248818,0.243839204,0.022822095,40,5
1168,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.065541059,0.767842531,0.033531077,0.063987218,0.069098026,44,5
1169,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.083933927,0.658849001,0.040185407,0.128815889,0.088215843,100,5
1170,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.499377012,0.185383826,0.063514106,0.227702156,0.024022918,71,5
1171,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.508560896,0.141786218,0.079966642,0.21703881,0.052647453,102,5
1172,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.390019059,0.292063534,0.067771517,0.198883861,0.051262043,38,5
1173,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.35772568,0.19239375,0.098651394,0.284131736,0.067097411,106,5
1174,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.495567799,0.159498528,0.044268198,0.249439448,0.051226009,46,5
1175,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.341164976,0.098792166,0.155307978,0.372954011,0.031780858,92,5
1176,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.172199219,0.242278218,0.061628845,0.455496788,0.068396896,48,5
1177,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.184876397,0.51718533,0.03794105,0.148761421,0.11123573,39,5
1178,N,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.514496922,0.087127596,0.026230317,0.307605267,0.064539902,72,5
1179,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.116373621,0.26631242,0.0865428,0.148634806,0.382136345,122,5
1180,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.664495528,0.110194638,0.036115389,0.155412599,0.033781864,203,5
1181,N+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.401681244,0.097845316,0.055038858,0.40827632,0.037158284,133,5
1182,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.043388471,0.746407628,0.042531896,0.099827945,0.067844063,135,5
1183,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.440892279,0.224098518,0.099548712,0.203609675,0.031850819,39,5
1184,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.089572191,0.538755178,0.06081678,0.193890706,0.116965115,67,5
1185,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.35984087,0.180159792,0.065178528,0.293067753,0.101753078,22,5
1186,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.010877557,0.88696444,0.024285339,0.046795119,0.031077491,79,5
1187,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.253288776,0.417358488,0.03841763,0.207927436,0.083007641,88,5
1188,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.218759432,0.182451665,0.035583071,0.48639822,0.076807588,100,5
1189,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.250577867,0.110831432,0.077164292,0.525253356,0.036173061,75,5
1190,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.253023207,0.201101959,0.072278976,0.248539656,0.225056171,60,5
1191,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.374170899,0.246525049,0.070429586,0.222359985,0.08651448,167,5
1192,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.610190451,0.082451873,0.062468424,0.198936105,0.045953207,145,5
1193,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.494643748,0.064681411,0.059767202,0.228262782,0.152644873,99,5
1194,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.180039197,0.423103869,0.059267588,0.254898936,0.082690455,109,5
1195,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.112006992,0.385532469,0.158885434,0.310531318,0.033043787,107,5
1196,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.551944733,0.099059895,0.065651849,0.186721131,0.096622378,84,5
1197,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.292811722,0.162144691,0.257859379,0.247525871,0.039658315,67,5
1198,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.384995699,0.15465939,0.08538197,0.26744315,0.107519791,145,5
1199,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.154034257,0.273082137,0.098272935,0.406884909,0.067725733,76,5
1200,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618591189,0.077671751,0.057720706,0.222517908,0.02349847,40,5
1201,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.5053159,0.174905926,0.050033584,0.231135786,0.038608786,33,5
1202,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.167146146,0.426120758,0.034380428,0.257318616,0.115034059,148,5
1203,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.56891042,0.076023281,0.122445315,0.21103999,0.021581005,64,5
1204,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.174684763,0.304488838,0.062751278,0.320827186,0.13724792,27,5
1205,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.011514952,0.755796313,0.045025568,0.020653319,0.16700986,32,5
1206,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.221515357,0.396661699,0.093892761,0.225450814,0.06247941,136,5
1207,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.458616942,0.133789971,0.044358682,0.218039572,0.145194799,41,5
1208,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.393677294,0.181007266,0.039181635,0.144792303,0.241341516,69,5
1209,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.115317747,0.303976655,0.206536621,0.225920901,0.148248076,107,5
1210,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.575797319,0.126206309,0.052647799,0.227598488,0.017750144,41,5
1211,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.138715521,0.531132936,0.055636346,0.129371017,0.14514415,114,5
1212,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.583126903,0.143609986,0.077980384,0.175906509,0.019376155,94,5
1213,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.29296723,0.308188856,0.110164478,0.221035302,0.067644157,17,5
1214,P+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.013088843,0.663466215,0.012442784,0.034456715,0.276545376,63,5
1215,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.078743912,0.618444681,0.069862187,0.151268661,0.081680603,53,5
1216,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.484742075,0.142707154,0.034105096,0.317584932,0.020860791,163,5
1217,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.154265165,0.512131989,0.058023281,0.222856835,0.052722756,98,5
1218,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.16107814,0.534742117,0.045104805,0.231462568,0.027612422,78,5
1219,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.231784776,0.175239742,0.162767038,0.316784382,0.11342407,126,5
1220,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.381993651,0.090972684,0.217997551,0.247356176,0.061679929,107,5
1221,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.30937764,0.300394684,0.165464953,0.178976789,0.045785919,37,5
1222,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.057310466,0.590888202,0.042633779,0.149256289,0.15991126,148,5
1223,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.435929716,0.081296429,0.023463801,0.241508722,0.217801318,403,5
1224,N+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.379321396,0.265552521,0.098675147,0.235815406,0.020635527,79,5
1225,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.228916302,0.153469533,0.041810509,0.311416775,0.264386922,59,5
1226,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.309714615,0.178756103,0.150080636,0.312111825,0.049336795,191,5
1227,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.188466787,0.103441544,0.036382377,0.445927799,0.22578153,49,5
1228,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.103261143,0.48891893,0.090768188,0.146066844,0.170984909,150,5
1229,P+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.303397208,0.423680425,0.064573132,0.171398833,0.036950409,78,5
1230,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.416503668,0.225484833,0.030744825,0.273819923,0.053446732,143,5
1231,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.106519267,0.551577568,0.086046644,0.224782884,0.031073654,57,5
1232,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.073730484,0.21786347,0.033665411,0.493956089,0.180784523,34,5
1233,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.578849733,0.132994026,0.10058108,0.169352889,0.018222269,128,5
1234,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189486116,0.2599352,0.27620253,0.238884047,0.035492137,57,5
1235,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.10525728,0.263452262,0.091632098,0.149768561,0.389889747,38,5
1236,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.494983613,0.151457474,0.047867704,0.212736532,0.092954732,138,5
1237,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.492851377,0.252467364,0.066506438,0.145804077,0.042370752,71,5
1238,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.470210016,0.23182629,0.060928896,0.118909858,0.118124887,36,5
1239,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.114588022,0.62893486,0.059846275,0.098092049,0.098538816,41,5
1240,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.244502217,0.317864507,0.173408449,0.235796288,0.02842862,60,5
1241,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.258779764,0.320003301,0.111332193,0.216278076,0.093606658,139,5
1242,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.416637659,0.195871532,0.125967473,0.183858097,0.077665165,353,5
1243,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.11012952,0.715236306,0.021500386,0.13459447,0.018539295,241,5
1244,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.138098747,0.357745826,0.144290924,0.311031789,0.048832737,251,5
1245,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.138161674,0.16207552,0.064231671,0.589836776,0.045694355,100,5
1246,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.122055918,0.296489835,0.071116664,0.478983253,0.03135436,162,5
1247,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.18469362,0.384228617,0.087363631,0.269228816,0.074485302,57,5
1248,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.500119269,0.225154042,0.057160601,0.130137399,0.087428652,70,5
1249,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.406942397,0.151749387,0.058354001,0.33554104,0.047413249,136,5
1250,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.197561651,0.367867053,0.10949517,0.243832543,0.081243545,121,5
1251,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.018673744,0.811355114,0.018669559,0.104092613,0.047208972,101,5
1252,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.034558102,0.68035239,0.103926785,0.117979899,0.063182853,40,5
1253,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.185270399,0.318844378,0.05560483,0.21633935,0.223941103,87,5
1254,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.115374699,0.192572623,0.077991962,0.384444863,0.229615837,46,5
1255,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.071243368,0.417422265,0.012419529,0.178615466,0.320299357,185,5
