id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,noAlphanumerics,negation_words,word_number,misspelled,extraversion,openness,agreeableness,conscientiousness,class
865,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.63099128,0.042175621,0.109787196,0.183909088,0.033136837,122,0,116,6,0.552354902,0.574008909,0.404810706,0.460072096,3
866,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196687192,0.157906875,0.105185539,0.523006618,0.017213752,183,44,177,1,0.512872194,0.450387672,0.465549063,0.505556634,3
867,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.471474886,0.089362286,0.156145722,0.24901475,0.034002353,143,22,136,3,0.390419609,0.580489061,0.372297742,0.535020893,3
868,NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.555882871,0.094904959,0.073706135,0.248388469,0.027117558,50,0,49,1,0.475232707,0.463786552,0.488430943,0.564513445,3
869,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.808464706,0.006636663,0.014031342,0.164088249,0.006778952,144,33,138,2,0.575159765,0.581254482,0.460345965,0.416665724,3
870,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.521038175,0.078561515,0.0790755,0.280847907,0.040476888,206,22,199,7,0.377693779,0.473408599,0.403012343,0.593280975,3
871,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.565448701,0.088823602,0.0347289,0.241437972,0.069560818,103,0,95,7,0.383601324,0.527678234,0.356501861,0.558950367,3
872,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.18103525,0.16388765,0.13297011,0.338387847,0.183719128,91,11,88,2,0.521685059,0.511717471,0.493592028,0.533982699,3
873,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.630165398,0.058220278,0.03727708,0.247242361,0.027094837,16,0,15,0,0.456698647,0.514193926,0.331932213,0.511069648,3
874,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.352507412,0.011535327,0.040406443,0.589499831,0.006051024,807,121,789,34,0.45716134,0.485870515,0.420175242,0.548200085,3
875,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.349578291,0.244529814,0.076697029,0.250968754,0.078226142,14,11,12,0,0.472689258,0.526994245,0.428850033,0.537187666,3
876,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.196813449,0.263482988,0.070952818,0.303550065,0.165200725,65,0,64,1,0.497485116,0.525224536,0.374123923,0.476128698,3
877,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.879111946,0.023477864,0.020237828,0.054529227,0.022643203,59,0,55,1,0.387977227,0.519620498,0.378744452,0.544491152,3
878,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.729050577,0.038155101,0.011672154,0.200773507,0.020348655,95,0,93,4,0.526918974,0.440174409,0.478230757,0.529078096,3
879,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.682709992,0.058192555,0.05392215,0.195220187,0.009955125,274,0,272,10,0.565912691,0.525533473,0.431959235,0.501257714,3
880,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.177170396,0.259085625,0.177153945,0.290839672,0.095750354,101,0,98,1,0.546636885,0.497926031,0.39862909,0.533949017,3
881,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.546928823,0.027727302,0.230250224,0.166554376,0.028539272,37,0,35,0,0.457578991,0.453867585,0.389142957,0.583531902,3
882,P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.063400723,0.467424452,0.058253907,0.211848885,0.199072048,43,0,42,0,0.469884127,0.537130935,0.428214893,0.480092524,3
883,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.282858253,0.229931593,0.08427465,0.225401908,0.177533597,50,0,49,2,0.596303396,0.582232593,0.469286703,0.494962727,3
884,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.659270465,0.030490855,0.053795364,0.233363822,0.023079477,88,11,86,3,0.521165153,0.553504781,0.501454934,0.476443256,3
885,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.61663717,0.01441937,0.051428676,0.271579385,0.045935407,62,0,58,3,0.424432624,0.513652776,0.379355643,0.50809451,3
886,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.605987012,0.060755335,0.033476409,0.255587459,0.044193815,62,22,59,1,0.446284554,0.473323611,0.509199774,0.520304651,3
887,P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.386726499,0.082045615,0.096416771,0.398652077,0.036159057,125,22,122,1,0.623402841,0.479067727,0.460136671,0.497411119,3
888,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.495702803,0.03785105,0.066124469,0.318050623,0.082271039,142,0,140,10,0.464619492,0.537589166,0.406564406,0.491548312,3
889,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.089377202,0.344111025,0.064264983,0.317370683,0.184876099,50,0,49,2,0.519488694,0.515793783,0.533147869,0.508691058,3
890,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.495890528,0.100895949,0.058751527,0.197733015,0.146728992,110,11,107,4,0.405355656,0.439187294,0.390683473,0.581916566,3
891,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.478221595,0.102482393,0.036073323,0.228925779,0.15429689,170,66,163,1,0.548430468,0.506517079,0.466981081,0.500877374,3
892,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.357746422,0.09739805,0.070971236,0.401510417,0.072373882,192,0,187,1,0.537599154,0.624951932,0.479554131,0.446765149,3
893,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.741774738,0.120233625,0.037299998,0.082301296,0.018390371,65,22,62,0,0.48053405,0.478691481,0.452349364,0.534143988,3
894,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.626890719,0.049318306,0.092214547,0.212520748,0.019055724,94,11,91,8,0.441073183,0.546760261,0.348960836,0.507738936,3
895,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.582228541,0.097756982,0.076290563,0.221076146,0.022647696,127,0,126,4,0.344234943,0.510006562,0.361269523,0.566573691,3
896,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.442506462,0.157153606,0.167037368,0.206174508,0.027128043,122,0,119,4,0.420984523,0.592997438,0.481137321,0.542517551,3
897,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.270026207,0.15413633,0.062983945,0.436631382,0.076222196,27,0,26,0,0.584090505,0.504751564,0.426471007,0.492055558,3
898,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.335234165,0.025186848,0.059768237,0.483083606,0.09672711,195,66,188,3,0.420872731,0.541432787,0.424117329,0.493945523,3
899,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.526524007,0.049217034,0.125361711,0.280487329,0.018409956,104,0,103,2,0.468772184,0.507360984,0.439550075,0.514851244,3
900,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.572343051,0.05448154,0.169401988,0.165526837,0.038246587,66,0,65,3,0.391289274,0.517227791,0.499171336,0.510222332,3
901,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.169892326,0.094158933,0.150596231,0.436118305,0.14923422,29,0,28,0,0.560339496,0.561658743,0.48617418,0.470838109,3
902,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.099199742,0.207128212,0.124344669,0.38552618,0.183801174,126,0,125,0,0.537848153,0.476377336,0.432930241,0.526225006,3
903,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.376531422,0.082997911,0.051226832,0.315377116,0.173866749,97,0,94,0,0.510335446,0.504994444,0.37998122,0.517278638,3
904,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.590888798,0.084237844,0.156654969,0.136478826,0.031739578,71,11,69,1,0.647784001,0.446463556,0.527359415,0.476016877,3
905,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.536904812,0.060992643,0.046958566,0.305005312,0.050138686,53,11,47,2,0.44878928,0.476167797,0.50689573,0.531857044,3
906,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.562565327,0.086926833,0.076219328,0.242994577,0.031293917,148,11,145,5,0.525148455,0.463945296,0.479688358,0.509268232,3
907,P,AGREEMENT,SUBJECTIVE,79,IRONIC,0.583705723,0.088430986,0.047091331,0.199011952,0.081760034,36,0,35,0,0.481387518,0.503591175,0.428849184,0.505353194,3
908,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.604612052,0.016007392,0.016488314,0.229188621,0.133703664,171,44,165,4,0.497267997,0.440081125,0.410584785,0.520917686,3
909,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.476282418,0.08866138,0.081732452,0.330350488,0.022973305,70,11,64,2,0.470836821,0.53358533,0.394259672,0.523413227,3
910,NEU,AGREEMENT,SUBJECTIVE,82,IRONIC,0.520538688,0.079720043,0.089525759,0.205532581,0.104682945,51,22,48,0,0.55801381,0.466093097,0.460590002,0.503631522,3
911,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.153139353,0.33356756,0.093661763,0.376647592,0.04298377,134,0,133,5,0.441775668,0.513289633,0.452411574,0.494595156,3
912,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.441195548,0.154001102,0.08965338,0.240528226,0.074621737,45,0,44,1,0.479162302,0.47876898,0.40263156,0.586452839,3
913,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.396653056,0.079100303,0.210756838,0.284329534,0.0291603,70,0,69,2,0.476211147,0.472592548,0.472100894,0.519785597,3
914,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.393951982,0.060870513,0.044400737,0.179993719,0.320783019,159,0,156,3,0.57726481,0.509198025,0.47370668,0.463675377,3
915,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.19524309,0.228440255,0.079135165,0.410634518,0.086547047,137,33,129,9,0.552866041,0.443007104,0.419198806,0.531199857,3
916,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.623637199,0.099664524,0.08207462,0.181947365,0.012676239,90,0,84,7,0.471012271,0.484542654,0.42310992,0.523406715,3
917,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.742707551,0.016275451,0.019414162,0.211345389,0.010257424,95,11,93,1,0.579427187,0.498754255,0.498132709,0.492318049,3
918,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.516166449,0.042071454,0.043101411,0.331611544,0.067049116,114,0,112,3,0.526632885,0.504928344,0.429883654,0.488049586,3
919,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.391426682,0.09900143,0.067491636,0.384661198,0.057419118,119,0,118,3,0.520054203,0.513550937,0.352623023,0.491814926,3
920,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.742698431,0.023972206,0.026767373,0.191654891,0.014907178,71,11,69,1,0.539498339,0.449071646,0.478199618,0.509335828,3
921,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.274133742,0.128171891,0.045175213,0.325772941,0.226746187,78,11,75,3,0.613405275,0.594718838,0.513315119,0.39065416,3
922,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.362602085,0.017838003,0.387815475,0.214024842,0.017719658,42,11,40,0,0.520523736,0.408893312,0.526356508,0.56356686,3
923,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.188940421,0.035664417,0.051392943,0.367575467,0.356426746,83,0,82,3,0.48241477,0.534450394,0.453938126,0.479509027,3
924,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.33953166,0.135846227,0.065454677,0.322981238,0.136186197,29,0,27,1,0.533533143,0.481714597,0.499261513,0.474958999,3
925,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.308625638,0.336826503,0.087672234,0.217538089,0.049337525,60,0,59,2,0.667045142,0.493063512,0.605592478,0.473412202,3
926,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.367649943,0.055097904,0.067021281,0.2605564,0.249674499,68,11,66,0,0.486493067,0.476273827,0.399986824,0.545065471,3
927,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.385175884,0.122701675,0.054098904,0.346718252,0.091305271,33,0,31,2,0.500851876,0.578070673,0.432172694,0.492749021,3
928,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.724554062,0.037538081,0.042859465,0.166926265,0.028122108,28,0,27,0,0.425051703,0.584786271,0.399510233,0.630489387,3
929,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.108392596,0.144994527,0.02671227,0.3952806,0.324620008,142,0,137,4,0.584048707,0.517012718,0.423875176,0.449676526,3
930,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.186920553,0.387295783,0.039484218,0.197972894,0.188326567,219,22,214,5,0.495204847,0.534376129,0.487381589,0.554404514,3
931,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.155093327,0.63656795,0.081038706,0.115969427,0.011330624,67,0,66,1,0.547984068,0.511722165,0.469298653,0.510977053,3
932,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.500100076,0.091157116,0.029735293,0.104873754,0.274133801,19,0,17,2,0.505048308,0.476084713,0.445323074,0.526918737,3
933,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.294910014,0.07896921,0.363083899,0.260462165,0.002574698,63,22,60,2,0.586496418,0.420010556,0.545882943,0.517907134,3
934,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.372017413,0.240340143,0.057800706,0.267538697,0.062303066,183,11,180,9,0.511954092,0.55853989,0.44182797,0.487449388,3
935,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.54150182,0.039006107,0.056925036,0.336221576,0.026345486,26,0,25,0,0.46297161,0.455787686,0.412899531,0.524278336,3
936,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.500116289,0.065081201,0.018953308,0.129868791,0.285980403,73,11,69,1,0.435873641,0.605701142,0.357630992,0.45484895,3
937,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.429734588,0.103577435,0.12377356,0.322951406,0.019962981,70,0,68,2,0.518050051,0.510307913,0.458433934,0.534473869,3
938,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.835982442,0.021144178,0.009371845,0.112539016,0.020962453,71,0,70,0,0.662896308,0.438214047,0.540728384,0.469565863,3
939,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.559920907,0.089909367,0.075787604,0.204967827,0.069414288,35,0,34,1,0.524386746,0.564868565,0.422718045,0.485950225,3
940,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.573896229,0.01456417,0.03437265,0.336594045,0.040572986,152,0,130,0,0.470452316,0.566274813,0.430866926,0.483276214,3
941,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.292367727,0.124698535,0.243782416,0.246769041,0.092382312,283,0,275,6,0.370402929,0.498538064,0.455706989,0.563720134,3
942,NEU,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.529335618,0.038718451,0.123613976,0.297333091,0.010998831,39,11,37,0,0.580900319,0.578766967,0.50715437,0.4441269,3
943,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.472222209,0.139712587,0.054703556,0.325452268,0.007909405,15,0,14,0,0.52575812,0.514288456,0.436291441,0.521328327,3
944,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.084788829,0.501909018,0.246735752,0.11558497,0.050981432,32,0,31,0,0.547521866,0.590704098,0.475052817,0.48010225,3
945,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.068946563,0.043127347,0.020239517,0.46291697,0.404769659,106,11,104,1,0.632275115,0.51439028,0.55756136,0.465152317,3
946,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.526682675,0.082909182,0.097423568,0.2654607,0.027523905,279,121,264,2,0.509368511,0.546949661,0.392999213,0.508853976,3
947,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.474880993,0.08855579,0.063212216,0.290302396,0.083048612,78,0,75,0,0.470552146,0.488083737,0.378648491,0.540182762,3
948,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.332353264,0.020375619,0.10457807,0.516640067,0.02605295,150,22,142,3,0.553431512,0.580648933,0.567299152,0.473594159,3
949,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.455928117,0.152807072,0.084254242,0.231230438,0.075780153,89,22,80,1,0.42187071,0.487517096,0.47883527,0.548525856,3
950,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.1866301,0.338748813,0.060757313,0.323232532,0.090631261,123,11,119,2,0.473232279,0.519899647,0.399865856,0.527693286,3
951,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.617285848,0.053236369,0.054308414,0.26046139,0.014707923,121,44,115,0,0.451695867,0.50662664,0.297602631,0.511675921,3
952,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.439550817,0.091414526,0.072471276,0.336602807,0.059960574,116,22,113,3,0.48464372,0.50827816,0.37602057,0.491455569,3
953,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.421186298,0.051550783,0.05286321,0.302693218,0.171706498,47,0,46,3,0.418022712,0.635382799,0.378476881,0.503846455,3
954,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.353414059,0.296700329,0.052116562,0.178045392,0.1197237,193,44,180,0,0.542877912,0.625111739,0.370386425,0.463917092,3
955,NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.142868817,0.140415654,0.200712711,0.316484451,0.199518383,83,0,82,1,0.397183446,0.471435286,0.508863333,0.589618309,3
956,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.62746489,0.022230392,0.036670282,0.288926661,0.024707753,74,0,71,2,0.558913477,0.45713012,0.405625563,0.496068839,3
957,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.30655098,0.298759639,0.058099855,0.278105617,0.058483958,21,0,19,1,0.531870075,0.415012204,0.478354913,0.532003536,3
958,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.652033091,0.134018958,0.061524242,0.093460709,0.058963008,34,0,33,0,0.497198394,0.550814609,0.487057873,0.488731593,3
959,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.219600871,0.121325254,0.017708275,0.226155534,0.415210009,57,11,54,0,0.596589971,0.604171945,0.473614197,0.462322905,3
960,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.440110475,0.09685342,0.076620087,0.277684957,0.108731084,260,33,248,1,0.516403926,0.555825319,0.466481329,0.491748054,3
961,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.477057099,0.154753551,0.065587141,0.278383493,0.024218764,67,0,66,2,0.540891457,0.456827747,0.586230353,0.516742621,3
962,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.43249172,0.087070405,0.036344998,0.339968085,0.104124784,506,22,481,10,0.621545748,0.347469998,0.578222255,0.544196017,3
963,N,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.497545928,0.11848785,0.066660643,0.228515565,0.088789999,148,0,145,2,0.454689734,0.560517871,0.393256398,0.494081909,3
964,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.501193345,0.057687148,0.082038604,0.338609219,0.020471713,92,0,91,9,0.499189055,0.493586448,0.420476283,0.528224618,3
965,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.222645536,0.195049226,0.076502457,0.463138223,0.042664543,282,0,280,4,0.50327387,0.478669383,0.433960277,0.510452702,3
966,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.126037821,0.397861958,0.10438171,0.322280169,0.049438342,50,0,49,2,0.563498033,0.52557196,0.463318064,0.486621863,3
967,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.272432327,0.036092654,0.475465208,0.188700736,0.027309103,89,11,85,3,0.537030014,0.524319034,0.478481947,0.439834971,3
968,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.795410395,0.033803377,0.021651626,0.139240712,0.009893967,208,33,201,6,0.490353767,0.438619136,0.352125393,0.5364275,3
969,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.103300296,0.627052367,0.061966695,0.153204665,0.054475918,79,22,76,1,0.592343297,0.516778773,0.543741359,0.475036876,3
970,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.632975876,0.045398246,0.03784477,0.240677714,0.043103375,100,0,99,5,0.521389012,0.574979887,0.365188113,0.483500174,3
971,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.353531361,0.28923592,0.051086031,0.238377392,0.067769296,66,11,64,1,0.642416415,0.511406953,0.516065703,0.482757137,3
972,P+,AGREEMENT,SUBJECTIVE,80,IRONIC,0.029752703,0.452664047,0.01043804,0.056295611,0.450849622,116,0,115,4,0.505781888,0.456092825,0.586982349,0.466862802,3
973,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.455563486,0.226721942,0.037783612,0.121222138,0.158708841,215,66,197,8,0.493356995,0.517329131,0.438556019,0.565987144,3
974,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.415984988,0.052462101,0.082749493,0.42190057,0.026902856,384,11,375,10,0.450489717,0.504655409,0.422045244,0.535706456,3
975,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.411322176,0.194959134,0.121145174,0.220377922,0.052195586,125,44,115,3,0.502487634,0.569235394,0.400536318,0.531029763,3
976,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.181523278,0.124037743,0.204582363,0.193608999,0.296247661,103,11,99,2,0.382586693,0.59254171,0.372782688,0.548280317,3
977,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.247718155,0.058797494,0.092026331,0.563388109,0.038069949,82,11,79,2,0.485215544,0.509207546,0.417344262,0.508689524,3
978,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.605094016,0.085381866,0.048572168,0.232380122,0.028571846,73,0,71,3,0.513850906,0.520157756,0.343108286,0.540520565,3
979,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.627402604,0.069196954,0.107376888,0.190062329,0.005961212,135,0,134,1,0.494643419,0.446339187,0.465507921,0.529987317,3
980,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.615722597,0.079400413,0.021043107,0.18861413,0.095219769,30,0,29,1,0.557822347,0.490070162,0.437285449,0.51456197,3
981,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.268278033,0.260591596,0.079370499,0.33829388,0.053465981,88,11,86,3,0.547501829,0.525612006,0.43270445,0.477241896,3
982,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.273519367,0.152549878,0.023252659,0.262056261,0.288621813,84,0,80,1,0.534156746,0.514065273,0.43964043,0.506927179,3
983,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.64603585,0.037751969,0.039492212,0.183633149,0.093086861,45,0,44,1,0.575200903,0.516382791,0.532257139,0.489152239,3
984,NEU,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.675270796,0.013984291,0.015342161,0.287822515,0.007580192,142,22,138,1,0.643048174,0.548598572,0.523540049,0.444828213,3
985,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.411424994,0.050914299,0.078445047,0.441035867,0.018179758,85,0,84,0,0.441787159,0.533290239,0.355986303,0.519191894,3
986,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.616303086,0.084205419,0.068406358,0.201161429,0.029923692,91,22,88,3,0.527002099,0.517366553,0.385523033,0.586120052,3
987,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.331045568,0.174751103,0.065697595,0.387161881,0.041343819,83,22,79,0,0.551876037,0.518854269,0.456802403,0.500748678,3
988,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.532864153,0.049090277,0.111152947,0.290802568,0.016090088,425,66,407,9,0.456656087,0.479271503,0.351381087,0.567161009,3
989,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.520657122,0.052862734,0.105047204,0.309704304,0.011728696,75,22,72,0,0.505870213,0.494028296,0.495676269,0.531583226,3
990,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.590232611,0.105194069,0.04188697,0.248495057,0.014191323,55,0,54,1,0.375281469,0.579865758,0.371190936,0.506945054,3
991,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.082656384,0.561704874,0.053844504,0.281786621,0.020007633,107,22,102,2,0.532703213,0.549642279,0.547891598,0.532210288,3
992,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.709470391,0.04874327,0.045567077,0.182394832,0.013824464,200,11,193,2,0.503829999,0.483391959,0.446791969,0.528024982,3
993,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.72905165,0.034072101,0.101285994,0.119331829,0.016258458,23,11,20,0,0.415185952,0.559835713,0.382309565,0.546711216,3
994,N+,AGREEMENT,OBJECTIVE,90,NONIRONIC,0.425178885,0.115617163,0.119810238,0.307696402,0.031697284,91,11,87,1,0.518535498,0.62240077,0.380530349,0.479198848,3
995,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.749123752,0.028151218,0.059387214,0.143048629,0.020289131,36,0,35,0,0.40297654,0.597753347,0.345281593,0.519761736,3
996,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.286714733,0.120391592,0.327841341,0.238445297,0.026607033,173,11,171,8,0.544630941,0.428660568,0.53092223,0.513350148,3
997,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.130635321,0.442134291,0.039765116,0.138680071,0.248785213,54,0,53,1,0.557304926,0.488895145,0.571415248,0.488896872,3
998,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154244214,0.194671616,0.229433686,0.347747415,0.073903024,19,0,18,1,0.508633311,0.583202037,0.373537462,0.526599494,3
999,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.082200989,0.318964869,0.02285552,0.095761135,0.480217487,46,11,44,1,0.560062779,0.554020261,0.46418679,0.476277,3
1000,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.182347462,0.179515332,0.321066737,0.262836039,0.054234445,76,11,72,0,0.623994695,0.464623827,0.478516505,0.477006321,3
1001,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.529819369,0.085559994,0.101310335,0.206721038,0.076589294,102,0,100,1,0.469231302,0.55729692,0.488061453,0.501784713,4
1002,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.795894265,0.041131146,0.018549349,0.130955651,0.013469554,97,0,96,5,0.494910786,0.495185739,0.477010004,0.507922061,4
1003,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.211137444,0.398950249,0.052596726,0.258871496,0.078444071,62,11,59,1,0.571095625,0.611156436,0.460892485,0.464690833,4
1004,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.249702483,0.040026754,0.022568718,0.239515275,0.448186725,99,0,97,3,0.445247484,0.558864172,0.403547745,0.558001362,4
1005,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.469009399,0.213102907,0.062061675,0.196839094,0.05898698,34,0,33,1,0.620894698,0.542730211,0.478957911,0.442005286,4
1006,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.648305953,0.150093094,0.015772149,0.140166417,0.045662384,57,0,55,2,0.62536613,0.522107998,0.48646933,0.495843392,4
1007,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.058451146,0.637694418,0.050305549,0.157034546,0.096514359,54,0,53,3,0.574913896,0.465880656,0.526738597,0.548586776,4
